filename,filepath,emotion_code,emotion,intensity,statement,repetition,actor,gender
03-01-04-01-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-04-01-02-01-01.wav,04,Sad,Normal,Dogs are sitting by the door,1,1,Male
03-01-04-01-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-04-01-02-02-01.wav,04,Sad,Normal,Dogs are sitting by the door,2,1,Male
03-01-04-02-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-04-02-01-01-01.wav,04,Sad,Strong,Kids are talking by the door,1,1,Male
03-01-04-02-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-04-02-01-02-01.wav,04,Sad,Strong,Kids are talking by the door,2,1,Male
03-01-04-02-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-04-02-02-01-01.wav,04,Sad,Strong,Dogs are sitting by the door,1,1,Male
03-01-04-02-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-04-02-02-02-01.wav,04,Sad,Strong,Dogs are sitting by the door,2,1,Male
03-01-05-01-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-05-01-01-01-01.wav,05,Angry,Normal,Kids are talking by the door,1,1,Male
03-01-05-01-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-05-01-01-02-01.wav,05,Angry,Normal,Kids are talking by the door,2,1,Male
03-01-05-01-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-05-01-02-01-01.wav,05,Angry,Normal,Dogs are sitting by the door,1,1,Male
03-01-05-01-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-05-01-02-02-01.wav,05,Angry,Normal,Dogs are sitting by the door,2,1,Male
03-01-05-02-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-05-02-01-01-01.wav,05,Angry,Strong,Kids are talking by the door,1,1,Male
03-01-05-02-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-05-02-01-02-01.wav,05,Angry,Strong,Kids are talking by the door,2,1,Male
03-01-05-02-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-05-02-02-01-01.wav,05,Angry,Strong,Dogs are sitting by the door,1,1,Male
03-01-05-02-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-05-02-02-02-01.wav,05,Angry,Strong,Dogs are sitting by the door,2,1,Male
03-01-06-01-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-06-01-01-01-01.wav,06,Fearful,Normal,Kids are talking by the door,1,1,Male
03-01-06-01-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-06-01-01-02-01.wav,06,Fearful,Normal,Kids are talking by the door,2,1,Male
03-01-06-01-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-06-01-02-01-01.wav,06,Fearful,Normal,Dogs are sitting by the door,1,1,Male
03-01-06-01-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-06-01-02-02-01.wav,06,Fearful,Normal,Dogs are sitting by the door,2,1,Male
03-01-06-02-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-06-02-01-01-01.wav,06,Fearful,Strong,Kids are talking by the door,1,1,Male
03-01-06-02-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-06-02-01-02-01.wav,06,Fearful,Strong,Kids are talking by the door,2,1,Male
03-01-06-02-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-06-02-02-01-01.wav,06,Fearful,Strong,Dogs are sitting by the door,1,1,Male
03-01-06-02-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-06-02-02-02-01.wav,06,Fearful,Strong,Dogs are sitting by the door,2,1,Male
03-01-07-01-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-07-01-01-01-01.wav,07,Disgust,Normal,Kids are talking by the door,1,1,Male
03-01-07-01-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-07-01-01-02-01.wav,07,Disgust,Normal,Kids are talking by the door,2,1,Male
03-01-07-01-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-07-01-02-01-01.wav,07,Disgust,Normal,Dogs are sitting by the door,1,1,Male
03-01-07-01-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-07-01-02-02-01.wav,07,Disgust,Normal,Dogs are sitting by the door,2,1,Male
03-01-07-02-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-07-02-01-01-01.wav,07,Disgust,Strong,Kids are talking by the door,1,1,Male
03-01-07-02-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-07-02-01-02-01.wav,07,Disgust,Strong,Kids are talking by the door,2,1,Male
03-01-07-02-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-07-02-02-01-01.wav,07,Disgust,Strong,Dogs are sitting by the door,1,1,Male
03-01-07-02-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-07-02-02-02-01.wav,07,Disgust,Strong,Dogs are sitting by the door,2,1,Male
03-01-08-01-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-08-01-01-01-01.wav,08,Surprised,Normal,Kids are talking by the door,1,1,Male
03-01-08-01-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-08-01-01-02-01.wav,08,Surprised,Normal,Kids are talking by the door,2,1,Male
03-01-08-01-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-08-01-02-01-01.wav,08,Surprised,Normal,Dogs are sitting by the door,1,1,Male
03-01-08-01-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-08-01-02-02-01.wav,08,Surprised,Normal,Dogs are sitting by the door,2,1,Male
03-01-08-02-01-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-08-02-01-01-01.wav,08,Surprised,Strong,Kids are talking by the door,1,1,Male
03-01-08-02-01-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-08-02-01-02-01.wav,08,Surprised,Strong,Kids are talking by the door,2,1,Male
03-01-08-02-02-01-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-08-02-02-01-01.wav,08,Surprised,Strong,Dogs are sitting by the door,1,1,Male
03-01-08-02-02-02-01.wav,..\data\raw\RAVDESS\Actor_01\03-01-08-02-02-02-01.wav,08,Surprised,Strong,Dogs are sitting by the door,2,1,Male
03-01-01-01-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-01-01-01-01-02.wav,01,Neutral,Normal,Kids are talking by the door,1,2,Female
03-01-01-01-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-01-01-01-02-02.wav,01,Neutral,Normal,Kids are talking by the door,2,2,Female
03-01-01-01-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-01-01-02-01-02.wav,01,Neutral,Normal,Dogs are sitting by the door,1,2,Female
03-01-01-01-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-01-01-02-02-02.wav,01,Neutral,Normal,Dogs are sitting by the door,2,2,Female
03-01-02-01-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-02-01-01-01-02.wav,02,Calm,Normal,Kids are talking by the door,1,2,Female
03-01-02-01-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-02-01-01-02-02.wav,02,Calm,Normal,Kids are talking by the door,2,2,Female
03-01-02-01-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-02-01-02-01-02.wav,02,Calm,Normal,Dogs are sitting by the door,1,2,Female
03-01-02-01-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-02-01-02-02-02.wav,02,Calm,Normal,Dogs are sitting by the door,2,2,Female
03-01-02-02-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-02-02-01-01-02.wav,02,Calm,Strong,Kids are talking by the door,1,2,Female
03-01-02-02-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-02-02-01-02-02.wav,02,Calm,Strong,Kids are talking by the door,2,2,Female
03-01-02-02-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-02-02-02-01-02.wav,02,Calm,Strong,Dogs are sitting by the door,1,2,Female
03-01-02-02-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-02-02-02-02-02.wav,02,Calm,Strong,Dogs are sitting by the door,2,2,Female
03-01-03-01-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-03-01-01-01-02.wav,03,Happy,Normal,Kids are talking by the door,1,2,Female
03-01-03-01-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-03-01-01-02-02.wav,03,Happy,Normal,Kids are talking by the door,2,2,Female
03-01-03-01-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-03-01-02-01-02.wav,03,Happy,Normal,Dogs are sitting by the door,1,2,Female
03-01-03-01-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-03-01-02-02-02.wav,03,Happy,Normal,Dogs are sitting by the door,2,2,Female
03-01-03-02-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-03-02-01-01-02.wav,03,Happy,Strong,Kids are talking by the door,1,2,Female
03-01-03-02-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-03-02-01-02-02.wav,03,Happy,Strong,Kids are talking by the door,2,2,Female
03-01-03-02-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-03-02-02-01-02.wav,03,Happy,Strong,Dogs are sitting by the door,1,2,Female
03-01-03-02-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-03-02-02-02-02.wav,03,Happy,Strong,Dogs are sitting by the door,2,2,Female
03-01-04-01-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-04-01-01-01-02.wav,04,Sad,Normal,Kids are talking by the door,1,2,Female
03-01-04-01-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-04-01-01-02-02.wav,04,Sad,Normal,Kids are talking by the door,2,2,Female
03-01-04-01-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-04-01-02-01-02.wav,04,Sad,Normal,Dogs are sitting by the door,1,2,Female
03-01-04-01-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-04-01-02-02-02.wav,04,Sad,Normal,Dogs are sitting by the door,2,2,Female
03-01-04-02-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-04-02-01-01-02.wav,04,Sad,Strong,Kids are talking by the door,1,2,Female
03-01-04-02-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-04-02-01-02-02.wav,04,Sad,Strong,Kids are talking by the door,2,2,Female
03-01-04-02-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-04-02-02-01-02.wav,04,Sad,Strong,Dogs are sitting by the door,1,2,Female
03-01-04-02-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-04-02-02-02-02.wav,04,Sad,Strong,Dogs are sitting by the door,2,2,Female
03-01-05-01-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-05-01-01-01-02.wav,05,Angry,Normal,Kids are talking by the door,1,2,Female
03-01-05-01-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-05-01-01-02-02.wav,05,Angry,Normal,Kids are talking by the door,2,2,Female
03-01-05-01-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-05-01-02-01-02.wav,05,Angry,Normal,Dogs are sitting by the door,1,2,Female
03-01-05-01-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-05-01-02-02-02.wav,05,Angry,Normal,Dogs are sitting by the door,2,2,Female
03-01-05-02-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-05-02-01-01-02.wav,05,Angry,Strong,Kids are talking by the door,1,2,Female
03-01-05-02-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-05-02-01-02-02.wav,05,Angry,Strong,Kids are talking by the door,2,2,Female
03-01-05-02-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-05-02-02-01-02.wav,05,Angry,Strong,Dogs are sitting by the door,1,2,Female
03-01-05-02-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-05-02-02-02-02.wav,05,Angry,Strong,Dogs are sitting by the door,2,2,Female
03-01-06-01-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-06-01-01-01-02.wav,06,Fearful,Normal,Kids are talking by the door,1,2,Female
03-01-06-01-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-06-01-01-02-02.wav,06,Fearful,Normal,Kids are talking by the door,2,2,Female
03-01-06-01-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-06-01-02-01-02.wav,06,Fearful,Normal,Dogs are sitting by the door,1,2,Female
03-01-06-01-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-06-01-02-02-02.wav,06,Fearful,Normal,Dogs are sitting by the door,2,2,Female
03-01-06-02-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-06-02-01-01-02.wav,06,Fearful,Strong,Kids are talking by the door,1,2,Female
03-01-06-02-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-06-02-01-02-02.wav,06,Fearful,Strong,Kids are talking by the door,2,2,Female
03-01-06-02-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-06-02-02-01-02.wav,06,Fearful,Strong,Dogs are sitting by the door,1,2,Female
03-01-06-02-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-06-02-02-02-02.wav,06,Fearful,Strong,Dogs are sitting by the door,2,2,Female
03-01-07-01-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-07-01-01-01-02.wav,07,Disgust,Normal,Kids are talking by the door,1,2,Female
03-01-07-01-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-07-01-01-02-02.wav,07,Disgust,Normal,Kids are talking by the door,2,2,Female
03-01-07-01-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-07-01-02-01-02.wav,07,Disgust,Normal,Dogs are sitting by the door,1,2,Female
03-01-07-01-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-07-01-02-02-02.wav,07,Disgust,Normal,Dogs are sitting by the door,2,2,Female
03-01-07-02-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-07-02-01-01-02.wav,07,Disgust,Strong,Kids are talking by the door,1,2,Female
03-01-07-02-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-07-02-01-02-02.wav,07,Disgust,Strong,Kids are talking by the door,2,2,Female
03-01-07-02-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-07-02-02-01-02.wav,07,Disgust,Strong,Dogs are sitting by the door,1,2,Female
03-01-07-02-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-07-02-02-02-02.wav,07,Disgust,Strong,Dogs are sitting by the door,2,2,Female
03-01-08-01-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-08-01-01-01-02.wav,08,Surprised,Normal,Kids are talking by the door,1,2,Female
03-01-08-01-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-08-01-01-02-02.wav,08,Surprised,Normal,Kids are talking by the door,2,2,Female
03-01-08-01-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-08-01-02-01-02.wav,08,Surprised,Normal,Dogs are sitting by the door,1,2,Female
03-01-08-01-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-08-01-02-02-02.wav,08,Surprised,Normal,Dogs are sitting by the door,2,2,Female
03-01-08-02-01-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-08-02-01-01-02.wav,08,Surprised,Strong,Kids are talking by the door,1,2,Female
03-01-08-02-01-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-08-02-01-02-02.wav,08,Surprised,Strong,Kids are talking by the door,2,2,Female
03-01-08-02-02-01-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-08-02-02-01-02.wav,08,Surprised,Strong,Dogs are sitting by the door,1,2,Female
03-01-08-02-02-02-02.wav,..\data\raw\RAVDESS\Actor_02\03-01-08-02-02-02-02.wav,08,Surprised,Strong,Dogs are sitting by the door,2,2,Female
03-01-01-01-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-01-01-01-01-03.wav,01,Neutral,Normal,Kids are talking by the door,1,3,Male
03-01-01-01-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-01-01-01-02-03.wav,01,Neutral,Normal,Kids are talking by the door,2,3,Male
03-01-01-01-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-01-01-02-01-03.wav,01,Neutral,Normal,Dogs are sitting by the door,1,3,Male
03-01-01-01-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-01-01-02-02-03.wav,01,Neutral,Normal,Dogs are sitting by the door,2,3,Male
03-01-02-01-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-02-01-01-01-03.wav,02,Calm,Normal,Kids are talking by the door,1,3,Male
03-01-02-01-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-02-01-01-02-03.wav,02,Calm,Normal,Kids are talking by the door,2,3,Male
03-01-02-01-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-02-01-02-01-03.wav,02,Calm,Normal,Dogs are sitting by the door,1,3,Male
03-01-02-01-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-02-01-02-02-03.wav,02,Calm,Normal,Dogs are sitting by the door,2,3,Male
03-01-02-02-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-02-02-01-01-03.wav,02,Calm,Strong,Kids are talking by the door,1,3,Male
03-01-02-02-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-02-02-01-02-03.wav,02,Calm,Strong,Kids are talking by the door,2,3,Male
03-01-02-02-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-02-02-02-01-03.wav,02,Calm,Strong,Dogs are sitting by the door,1,3,Male
03-01-02-02-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-02-02-02-02-03.wav,02,Calm,Strong,Dogs are sitting by the door,2,3,Male
03-01-03-01-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-03-01-01-01-03.wav,03,Happy,Normal,Kids are talking by the door,1,3,Male
03-01-03-01-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-03-01-01-02-03.wav,03,Happy,Normal,Kids are talking by the door,2,3,Male
03-01-03-01-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-03-01-02-01-03.wav,03,Happy,Normal,Dogs are sitting by the door,1,3,Male
03-01-03-01-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-03-01-02-02-03.wav,03,Happy,Normal,Dogs are sitting by the door,2,3,Male
03-01-03-02-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-03-02-01-01-03.wav,03,Happy,Strong,Kids are talking by the door,1,3,Male
03-01-03-02-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-03-02-01-02-03.wav,03,Happy,Strong,Kids are talking by the door,2,3,Male
03-01-03-02-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-03-02-02-01-03.wav,03,Happy,Strong,Dogs are sitting by the door,1,3,Male
03-01-03-02-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-03-02-02-02-03.wav,03,Happy,Strong,Dogs are sitting by the door,2,3,Male
03-01-04-01-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-04-01-01-01-03.wav,04,Sad,Normal,Kids are talking by the door,1,3,Male
03-01-04-01-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-04-01-01-02-03.wav,04,Sad,Normal,Kids are talking by the door,2,3,Male
03-01-04-01-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-04-01-02-01-03.wav,04,Sad,Normal,Dogs are sitting by the door,1,3,Male
03-01-04-01-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-04-01-02-02-03.wav,04,Sad,Normal,Dogs are sitting by the door,2,3,Male
03-01-04-02-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-04-02-01-01-03.wav,04,Sad,Strong,Kids are talking by the door,1,3,Male
03-01-04-02-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-04-02-01-02-03.wav,04,Sad,Strong,Kids are talking by the door,2,3,Male
03-01-04-02-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-04-02-02-01-03.wav,04,Sad,Strong,Dogs are sitting by the door,1,3,Male
03-01-04-02-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-04-02-02-02-03.wav,04,Sad,Strong,Dogs are sitting by the door,2,3,Male
03-01-05-01-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-05-01-01-01-03.wav,05,Angry,Normal,Kids are talking by the door,1,3,Male
03-01-05-01-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-05-01-01-02-03.wav,05,Angry,Normal,Kids are talking by the door,2,3,Male
03-01-05-01-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-05-01-02-01-03.wav,05,Angry,Normal,Dogs are sitting by the door,1,3,Male
03-01-05-01-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-05-01-02-02-03.wav,05,Angry,Normal,Dogs are sitting by the door,2,3,Male
03-01-05-02-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-05-02-01-01-03.wav,05,Angry,Strong,Kids are talking by the door,1,3,Male
03-01-05-02-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-05-02-01-02-03.wav,05,Angry,Strong,Kids are talking by the door,2,3,Male
03-01-05-02-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-05-02-02-01-03.wav,05,Angry,Strong,Dogs are sitting by the door,1,3,Male
03-01-05-02-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-05-02-02-02-03.wav,05,Angry,Strong,Dogs are sitting by the door,2,3,Male
03-01-06-01-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-06-01-01-01-03.wav,06,Fearful,Normal,Kids are talking by the door,1,3,Male
03-01-06-01-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-06-01-01-02-03.wav,06,Fearful,Normal,Kids are talking by the door,2,3,Male
03-01-06-01-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-06-01-02-01-03.wav,06,Fearful,Normal,Dogs are sitting by the door,1,3,Male
03-01-06-01-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-06-01-02-02-03.wav,06,Fearful,Normal,Dogs are sitting by the door,2,3,Male
03-01-06-02-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-06-02-01-01-03.wav,06,Fearful,Strong,Kids are talking by the door,1,3,Male
03-01-06-02-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-06-02-01-02-03.wav,06,Fearful,Strong,Kids are talking by the door,2,3,Male
03-01-06-02-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-06-02-02-01-03.wav,06,Fearful,Strong,Dogs are sitting by the door,1,3,Male
03-01-06-02-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-06-02-02-02-03.wav,06,Fearful,Strong,Dogs are sitting by the door,2,3,Male
03-01-07-01-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-07-01-01-01-03.wav,07,Disgust,Normal,Kids are talking by the door,1,3,Male
03-01-07-01-01-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-07-01-01-02-03.wav,07,Disgust,Normal,Kids are talking by the door,2,3,Male
03-01-07-01-02-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-07-01-02-01-03.wav,07,Disgust,Normal,Dogs are sitting by the door,1,3,Male
03-01-07-01-02-02-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-07-01-02-02-03.wav,07,Disgust,Normal,Dogs are sitting by the door,2,3,Male
03-01-07-02-01-01-03.wav,..\data\raw\RAVDESS\Actor_03\03-01-07-02-01-01-03.wav,07,Disgust,Strong,Kids are talking by the door,1,3,Male
